Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Jonathan C,42248,"Dropped in here during a visit to Little India - there are plenty of restuarant choices on Racecourse Road (and elsewhere of course) but the menu looked good, the restaurant was clean and there were plenty of smiles. We were not let down - food was good - pick traditional dishes and you won't be disappointed - try out the roti and different breads instead of the rice for a nice change - they are all freshly made on the premises. Food that we had was pretty authentic and well prepared. As others have already commented, I don't like the ipad they give you to order. As regular curry eaters we half filled the tablet and told the waiter what we wanted for the rest...and he obliged with a smile.",4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AndrewD_SG,42242,"The whole family love the food at Delhi.  I am not a fan of the iPad ordering, but it is convenient and quick.  The sizzling platter of starters is just the best and the butter chicken and rogan josh are delightful.  Actually, everything is delish.",5,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Kris B,42223,"This is a great little restaurant in Racecourse Road in the Little India area of Singapore. You order from the eMenu on a tablet - a little unusual but the experience is fun. The food is excellent, we had the best samosas since... Goa in India. The level of spice and heat was perfect, we ordered too much but the flavours were so good we nearly managed to eat it all! Bollywood on the screen at the end and the umbrella-based lighting features add to the quirky ambience. All in all a thoroughly good evening, definitely recommended.",4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Kevin L,42218,Everything we had for dinner here was delicious. I would definitely go again rather than wait for the other longer wait restaurants on Race Course. The ipad ordering is nice but they also need traditional menus to make it easier on everyone at the table to read about and make selections. I saw some comments in reviews that food was too hot; I would have put the overall at 2/4 stars on typical spicy scales....no individual dishes really hit the 4/4 mark.,4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",BayAreaJunkie,42189,"I have never had a mixed grill where they chopped the meat into small pieces and slathered on tikka masala sauce. It wasn't a mixed grill. It was mixed meat in a store bought tikka masala sauce. Their biryani was clearly just rice mixed with briyani masala, It was ridiculous. If I could give it negative stars I would. This place frankly does not know how to cook .. leave alone spicy Indian food.",1,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Mappy71,42182,"We just happen to be there, not too reat family place. They call themself as indian resturant but have to learn lot about indian food and taste.high cost not recommendable. There are lot of other good places nearby just keep paitence to get good place",3,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AndrewD_SG,42102,I have never had a bad meal at Delhi and I have been going for 15 yea,4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AllOverTravel,42081,"My family like to come to this restaurant when we think of north indian food. Our favourites are the chicken tikka masala, tandoori chicken, (spinach) paneer and naan (garlic, butter or plain). We have also tried the dosai. My kids love the chicken kebab (can request for the non spicy version), which is grilled to perfection. Occasionally, having these with the masala tea or sweet lassi is a real enjoyment. The staff are rather friend ",4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",amg1972,42079,we have a 2 year old kid. it is not easy to have food along with him as he needs our full atenti,4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",neha_traveller22,42074,The food was good and the service too was satisfactory .We ordered Vegetarian dishes which were well prepared .,4,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",chitra_aq,42068,"We decided to try this restaurant for dinner, seeing a number of people seated inside, but turned out to be such a waste of time and money. The seating area is quite noisy, and very distracting with the servers just hanging around near the bar area. We ordered Aloo Tikki, Dal Makhani, Kadhai Paneer with Kulchas. After a long wait, we finally got our main course, at which point the server asked if we had gotten our appetizers yet! We hadn't but decided to go ahead with the main course anyways since we didn't want that becoming cold just lying around. We got our Aloo Tikki when we were midway throu ",2,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",JadedA,42040,I should have left when I was handed an iPad and waved to a seat in an empty restaurant by an unsmiling perso,1,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",astrorina,42019,"The food was delicious and reasonably priced. We ordered enough to feed an army, and it barely scraped $100. The food was a little hearty, though, so be prepared to be super full on a small amount! Portion sizes are to sha ",3,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Lambchoplowry,42006,"Inviting and intimate atmosphere, not as tourist orientated as some other restaurants near by. The food was AMAZING - The fish briyani was one of the best ones I have ever had. Service was attentive. We would definitely go back again.",5,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",gsahgal,42003,"I was there for lunch with a out of town friend and the experience was so bad that I was feeling sorry to have brought my friend (first time visiter to Singapore) and wasted two hours of his time. Surprised to see a big board that says, nominated for 100 best restaurants in Singapore. I ask ho ",1,,,,,,
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Laksh85,41991,"Dined here yesterday with my family. We ordered Tomato Soup ( To be shared), Masala Kulcha (Bread stuffed with cottage cheese and potatoes) Cheese naan, the signature Delhi butter chicken and rasa malai for desserts. The soup was little greasy and bit bland. The Masala kulcha and cheese naan were served hot but they were just ok. It would have made a huge difference if they had drizzled some butter on the ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Good_Partner,43859,"Fragrant lotus tea and charming Vietnamese coffee were still there. Yummy beef and chicken rice noodle were also there with the usual taste. Due to change of service standard, customers collect own food and drink at designated counters. With tight space around, heavy traffic was inevitable. Unfortunately, smiling face from staff has gone altogether. Instead, no one bothered to answer any question nor removing used utensil immediately to vacant more table ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",heyabort,43852,"Always busy but worth the wait.  Great Vietnamese food, especially the fresh rolls, and the fresh juices are special.  Recommended.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Tony L,43809,"I suspect regulars have an easier time. Order, pay, take a number, watch for it to appear on a screen, and then guess which counter has your food. Still, it is in a very busy location under the street where A/C really helps. The menu is varied although more a mix of several Asian dishes than pure Vietnamese. We liked the option of one large pho to share along with spring rolls for a side.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Makan28,43738,"We have not been to this place after it’s renovation ! If you are after good, well presented and clean Vietnamese fast food! The taste was ok - the pho we have had better but passable and the steam fresh spring roll delicious. The chicken lemongrass banh mi was tasty and the like soda delicio ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TrailsOfAnne,43734,The pho comes in two sizes. Good idea it offers the small or regular sized beef pho. I can have the salad at the same time . Pomelo salad mix is tasty and refreshing. Drinks are on the pricey side. But a fun ans casual atmosphere for a quick bite,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",339margs,43617,"Two of us visited Nam Nam as we strolled by yesterday on our first da back in Singapore. A busy and bustling place to eat, we enjoyed Bun Cha Handi and Vegetarian spring rolls. Quick service as we watched the shoppers pass by. Total price $17.80.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",suoidalat,43608,"Rarely been in a worse place in singapore. Pretending to be a Vietnamese bar and food place, but instead very basic food with Vietnamese names in fast food setting.",1,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Chloekwong,43606,Flavourful and delicious pho available here. Quite affordable and convenient with many of the outlet located in singapore,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",JakubJ1079,43599,"Fresh, well prepared and way too big portions. Overall good place for lunch - be prepared to spend while in line. We went for soups and spring rolls - all excellent.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Shants71,43570,This is essentially a self-service space dressed as an upmarket cafe to charge accordingly. This particular branch also makes you collect drinks and banh mi from one section and noodles from another. Not a problem if someone actually explained all these things to y,2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Dolphinjc75,43570,"I used to be a regular patron for Nam Nam, which I should say, i will dine-in or takeaway at least Once a week. But my recent experienced just blew me away. They have increased their prices and quality of the food have been compromised. I was very dissappointed. I felt the increased of the food prices is too steep.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",503sergiym,43530,It is a very busy place at least for lunch better to make reservation. We were lucky to spend just about 10 minutes in queue but we were not disappointed. The food is tasty and prices are reasonable.,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",stephenhW2341VY,43512,"If poor service and indifference from restaurant staff is your thing, then this is the place for you. Can only assume the location and large volume of passing trade means they don’t need to care at all about service. Won’t be back to this place, or any other Nam Nam franchise as they are all, unfortunately, tainted by our experience. ",1,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",DICKYLEE_SG,43509,"Food - had a beef pho, one sandwich (cannot remember the type), one ice viet coffee and the longan dessert. Cost about $32 in total which was shared by tw ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ClubGGG,43508,Small but busy place around lunch ti,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",robincheesg,43488,"I like these noodles as they have choice of instant noodles (unhealthy), white rice noodles (better) and brown rice noodles (most healthy). The beef can also be had in standard or yummy wagyu versions. I normally also add beef tendons. Fast service, great tasty and healthy.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",lynnette l,43462,Pho is really close to what I'd tried before in Vietnam. It's really authentic and delicious. Would come back again to eat the Pho.,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",NinaadD,43427,"Vegetarian rolls, chicken pho, che ba ba & Logan tea. Perfect lunch for getting over jet lag. The rolls were crispy on the outside with varied texture in side. The chilled Logan tea with lotus seeds is refreshing and soothing to help ease into the Singapore weather. Pho, which is in my opinion the best comfort food in the world, had the perfect balance of savory-tangy-sweetnes ",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Ken M,43389,"This is not a ""fancy"" restaurant but the food is great. The staff were polite, friendly and helpful.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",karinedrew,43327,"My husband & I especially love Nam Nam Slice Beef Noodle, their beefs are tender and soup is packed full of flavor—most importantly, the tasty soup did not cause thirstiness (no msg). Pork floss banh mi and spring rolls are pretty good too!",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",rbsing,43321,Went there for food and coffee...the banh mi and rice rolls were decent.,2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",LUVBALIBEACH,43299,"I dontd fancy vietnamese food but i love the spring rolls. Usually ordered fried spring rolls. Had them wen I was in Vietnam and s when vietnaese restaurants came to Sinfapore, we were happy to try the spring roll. Today we had spring rolls and chcken wings. $6 for 3 pcs at Wheelock Place is ok. The vietnam coffee is also a favorite but with so many types of lical coffee like o9astbox, Ah Kun, Kiliney kopi, it is competitve.However, in Singapore, we love the choices we have.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",AmyC6434,43288,"Ordered a pho. The soup is great, requested for chili padi to add in to make it taste even better. The price is affordable. $10 per bowl. Except the people there not really smiling to serve you.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Kasanga,43285,"I enjoyed this alternative breakfast, pho and coffee. The price was incredible for the breakfast set. The Vietnamese coffee made my day. I'd come back if I lived here.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",KylieS1008,43157,"Should be called Yum Yum!  Bread rolls are to DIE for - crispy and have a beautiful taste.  Food is great, just not a huge variety",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",medan_traveller,43152,"Misses Vietnamese food so much that I was recommended to this restaurant. Walked past this a couple of times but just realised its actually highly recommended. Unfortunately the Banh Mi was sold out on one occasion of my visit. The pho is quiet nice but if the herbs are available for extras it would have been better. Overall, great quick meal.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",mansosa,43128,"We went here for a first night in SG meal to save us hours of browsing hawker stalls, which we love, but not when you're shaking off jet lag. Nam Nam is a proper restaurant with good service and restaurant prices, sitting in the middle of the Wheelock shopping mall, on B2. When we went, mid-evening, it was busy and had a good buzz without being too raucous. As is always the case in SG, the cooking is done in front of diners, and the place is immaculate. I had pho with Australian beef, which was melt-in-the-mouth, and my wife had a king prawns pho, but she felt some of the prawns has swum away. I would eat here again, but we'll probably be seeking out hawker stalls.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Steven_Teo,43121,We were there during dinner time. The place was filling up quickly. We ordered their soup based pho bee noodles. We also decided to explore their drinks and the crispy imperial rolls which we thought it was unique and good.,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",sayasamuel,43102,"Taste is good, portion size is not so generous. Price is ok, used to be cheap (something like $6-7 per bowl, now it's $10 per bowl). The only thing that annoys us is that we need to pay $2.5 extra for beansprout + basil + mint leaves. Wherever we go to have pho (vietnamese noodle), these things are readily provided!! Any comment on this nam nam?",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",MaxManila,43046,Not bad if you’re looking for a quick Vietnamese fix. Prices are affordable and food quality is higher than average. Service can be improved though. Forgetting to serve a salad can be frustratin,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",SpaceWaitress1,43013,"This is one of my favourite places to eat in Singapore, the music makes me happy, very 70s playlist, appropriate for the decor e ",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",xjt,42996,This place ignited my love for Viet pho and fried spring roll! The service is speedy and no frills. Fuss free experience and always love to go back again.,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",amandacsm,42984,"Lunch set costs $10.90 that includes either beef or chicken pho and a side spring roll dish and a drink (coffee or lotus tea). Set lunch is very filling and satisfying! 

Queue is long from 12.30pm onwards. Be prepared to wait.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Judy G,42954,When in Singapore we always come and enjoy pho at the NamNam Noodle Bar. We have tried all the different pho meals here and they are all yummy. My favourite one is the chicken pho. There is a rewards card which is a bonus because you receive a free pho after puchasing 6 bowls of pho. The service is very good with meals being brought to the table promply,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",thd007,42889,"its an ok Vietnamese noodle bar in Singapore, banh mi sandwich, pho are standard, the ice coffee is good, tad expensive compared to eating at the hawker stalls.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Kyksta,42884,"I have 4 kids and this is a weekly ritual. Staff are pleasant and fast. Meals are healthy and tasty. Our favourite is the Pho chicken, large bowls and they have a buy 6 get one free, so that works well for us. Great variety, The Banh Mee's are tasty also.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Henry T,42843,"An Ideal venue for fast Vietnamese Noodles with prompt quality service amidst packed eastern end of Singapore busy Orchard Road just outside Istana, perfectly located just above the Dhoby Ghaut MRT Stati ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Compass2101,42828,I love this place.  Close to the real deal.  Reasonably priced.  Kid friendly.  You have to order by ticking of a menu form though.,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Redbullx2,42819,"The Pho was average doesn't include sprouts !! Wow!! Should have paid extra for the option but assumed it came with it like every other pho joint. But nevertheless the wagyu beef was delicious, the broth should have been slightly hot ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",yangce118,42816,"Being a huge pho fanatic I was really excited to try this place. It's not bad; however, the quality of beef they use is amazingly tender and juicy and not chewy at all. Definitely something I can't get back home. Worth a try if you're having an itch for pho. ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",PAC_WestOz,42775,"Had lunch here today with my local friend - we enjoyed fresh spring rolls, crispy spring rolls and pomelo salad as starters plus my friend had the Pho Chicken minus liver and gizzards and I had Spicy braised pork and pork ball noodl ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Kevin W,42752,It offers most Vietnamese classic dishes but the flavors are lacking. Fast food service and price level. Ok for a quick eat but I would not recommend this chain for any authentic Vietnamese food lover.,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ksw-notes,42736,"Located right in basement & beside the escalator of Wheelock Place, compact place. Food & service are quick. Food pho & banh mie bread the wagyu beef inside are good. Vietnamese ice coffee is tasty with old fashioned glass. Highly recommended. It's OK-4",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Peter V,42711,I was actually in the neighbourhood looking for a vegetarian restaurant that should have been there. But the location of that place was a renovation site. So while looking in the area I found this place which at least had some vegetarian options. I had the vegetarian spring rolls and a bam hi (some kind of variant on a hot dog) and I enjoyed bot,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ClaireBeauchamp,42704,"I wandered here to find something for breakfast. I wasn't disappointed. I have never understood how or why people eat cereal or fruit for breakfast. It's cold, sweet food that my tummy just isn't ready for. But after traveling to Asia, it finally hit me - these are my people! Seriously, when everyone around you sits down at 9:30am to eat pho, you'll get what I mean. I ate the rare beef and meatball pho, and the broth was super flavorful. They provide jars of fresh ""lemons"" (they look like miniature limes) on the tables. There are tons of seeds, so be sure to squeeze the lemons into your soup spoon to catch them. The amount of food was pretty decent. My breakfast deal included a drink (I chose a bottle of water) and was super affordable (about $6 USD). I wish I lived here. I would be all over these food courts all the time!",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Maryngshwuling,42698,"Had ouch today with my friends at this place. Ordered the value lunch set which includes beef pho, 2 beef and prawn roll and lotus tea for only $10.90, no service charge. The queue moves very fast and the food arrives quickly. I felt very good as the portion is just nice and the price is affordable. Will definitely come back again with more friends.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Sarah A,42683,"This outlet is at wheelock's basement/near Ion as well. Great stop to get some yummy food in between all the shopping! This has got to be my go to place when it comes to affordable decent viet food!!! The ambiance is cozy and the menu selection is also good, they serve things from finger foods to desserts and pho's. I am personally more inclined towards their banh mi's, especially the vegetarian one (being sucha bread and veggie lover I can't resist)! Their banh mi's are of a great portion and are filled with ingredients, their vegetables used are so fresh tasting and a ultimate bonus has got to be the use NO MSG for any of the food they serve. Where to get that outside nowadays right? ;-)",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",AxParas,42673,"If you do some googling, the official concept of Nam Nam Noodle Bar in Singapore to offer Vietnamese street food has been supposedly tailored for the local palate by a Vietnamese-born chef who spent most of his growing-up years in Denmark. The end result is dependent on your preference ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Pradipta B,42662,The food was good for the most part but service was slow. kept on giving items one by one. Also had to really keep on asking for one particular item whch was fried banana with sesame seeds.  This was in the Plaza Singapura complex.,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ashuc,42646,Was looking for some good Pho stumbled on this restaurant -- the service was good and fast pleasant -- but the food was not so great -- a little bit more character in the meals would help -- typical fast food.,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",WEWEWEA,42646,"Went here for lunch and tried their special lunch offer. Good food. We had to queue up for a while, but this place knows how to handle the crowd. You just have to order and pay at the cashier and the food will be brought to you. Food is served very fast. Do get a seat near the escalator, as the back of the restaurant tends to get very warm.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",RazorThunder3,42644,Food was excellent! However I do feel it is overpriced. Service is also not the best. The bustling atmosphere however is great. I would recommend.,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",KayaToasted,42637,"Nam Nam at Suntec is currently our go-to when we want to eat Vietnamese. We eat there at least twice a month. My husband usually orders the beef steak rice noodle soup and I the lemongrass pork noodle salad. Recently a very good value noodle soup set was included in the menu. I have the pork noodle soup, pomelo salad and vanilla pudding combo and loved it. ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",biotep,42637,"I've asked the the staff for fresh chilli for the Pho Wagyu ($19 ). One staff member told me just tell it to the cashier. Ive asked the cashier politely to add some extra chili on the side for my order. Then she told they dont have fresh chilli. - ""On the picture of the menu have chilli, but they dont have"" - she replied. I've repeated her excuse to the staff i was talking at the first time, he got confused first then he served a big portion of fresh chilli for  ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",770clara,42606,"Their menu and food quality is not exactlty great but there is always quite a crowd for some reason. I get the feeling the staff don't see the need to present their best both in service and attitude just because the place is frequently crowded? The one at Plaza Singapura especially, they always put on a straight face when ushering you to your seat. The cashier taking your order would only be staring at the cash register, no smile whatsoever. They really don't bother. I guess even if you go there everyday and still they never find your face familiar, all because they never look at any of their customers.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",johnnySingapore,42593,Worth the visit .great variety of pho n spring roll . Quite a big crowd during lunch n dinner times .minus point is you got to pay 1st before your meal .self service restaurant where spoons fork you got to take urself,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Maniaceating,42586,"NAM NAM has got to be one of the most affordable and best tasting Vietnamese noodle place in the whole of Singapore. Good portions, delicious fresh tasting noodles, good quality of meat and great value. A hearty bowl of noodles at about $10+!!! There are not many places in Singapore where you can get great value like this. They also offer set lunches but the ala carte is what I usually would go f ",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",9yh9,42585,"Yummy food. Absolutely affordable. Located in the Orchard, easily accessible. Definitely a place for a quick lunch! Yummy",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",WeakKneeTraveler,42582,Ordered the Pho chicken and bread. Both tastes good and are reasonably priced. These are authentic Vietamese food.,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TonyBernardo,42579,"Wasn't really what i planned...  but then saw this place and as i couldn't get to Vietnam this year...  felt like having a try!! 
Sat at the counter near the kitchen watching all the action!! Very good!! 
Should have tried one of their Phò!!",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",MrAndrzej,42578,"At lunch you can get pho+speingrolls+coffee for 15 each and bank mj + coffee for 5. Decent pho fast food.  Cheap , big portions and fast",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",fattybunny,42577,"Their food was very good. Especially their Bahn Mi, the bread is super crispy, the sauce is good and the meat is very tender.

Overall their food was good. Sure will be back for more Bahn Mi! 👍",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",lulumangosteen,42575,"Basement of Wheelock place, linked to Ion mall. Very reasonable lunch deals at less than S$11. Taste was good, portion substantial, service brisk and helpful enough, ambience fresh and tasteful. I would give 4.5 stars though was told authentic Vietnamese food taste different. I enjoyed the quick comfy lunch there. ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Msmagmay,42569,"I love their sandwiches! It's a must have! The rest of the food so not so nice. They are also very stingy with their potion now and Everything is chargeable for example: Chilli and Spring onions! 
I have since stopped visiting this place.",2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",drnoelyeo,42563,Why I feel it is a good pla,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",greenie195,42560,This is the first time seeing such variety and creativity in the meals and drinks in a Vietnamese restaurant. One should try it at least once. Good service.,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",LifeTraveler02,42549,I visit this place for lunch whenever I want a quick but satisfying Banh Mee or Pho. The flavours are authentic & the food comes quickly. The only thing is the lack of space which means sometimes the waiting times can be long....especially during lunch. Overall very satisfactory,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",a-humming-bird,42538,Modern vietnamese dish. Good location. Easy seating. Enough variety of noodles. Quick food. Only wish the service would be better. (More service mind please)   Ah the lemongrass drink is so refreshing.,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",951carolinel,42520,"Perfect for a break in a busy shopping day.
Very good food and good value. Try the cocktail tea-mint-coconut-lime: a dream",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Jimmylee1982,42505,"I ordered the set lunch meal which included a bowl of beef noodle, 2 spring rolls one with meat one without and a coff ",3,,,,,,
