storeName,storeLoc,reviewerUsername,ratingDate,reviewText,rating
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",nature_addict666,26-Jun-16,"Tried this with my family over the weekend and was thoroughly disappointed. The supposed sizzler was nothing but mixed vegetables cooked indian style. The starters were dull and soggy, the roti was prepared probably a few hours back and was just re heated. The hot and sour soup was super bland. Overall a poor experience. There are much better indian restauraNTS on the same road. Mustard. Indian express etc. ",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",shehnas a,8-Jun-16,"This is the best North Indian Restaurant in Singapore. My parents had their wedding dinner here (this was 29 years ago) and till today, this is THE place we come to for Indian food, and we have celebrated almost every special occasion here! I visit Delhi at least once in two to three months, and have decided to finally write in! They have a Halal kitchen, with meat coming from a Halal supplier. It's just that they sell alcohol, which is why they are not certified. Unfortunately, no pictures today! Entertainment is in a form of a TV with the latest Bollywood songs being playe ",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",mbaas,5-Jun-16,"This is a surprisingly good North Indian restaurant. Singapore is generally better known for its south Indian food and the north Indian fare can be a little underwhelming we know from experience. Having lived in Delhi myself I sometimes get a craving for a decent butter chicken massala, rumali roti or mattar paneer. If you decide to visit this restaurant we strongly suggest you stick with the usual, the most tested & chosen dishes such as dal makhani, palak paneer, butter chicken. Service is a little slow but the food was surprisingly good.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",nathanh591,16-May-16,"Our little gem in Little India. Great flavours and very reasonable prices. Order on the ipad, plenty of choice across vegetable and meat options. Our 2nd trip back with overseas guests did not disappoint. We found 3 mains, 2 sides, 1 rice and a naan each did the trick. A fan in particular of the garlic naan! Looking forward to going back already...",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",foomanz,26-Apr-16,"The food tasted excellent. Easy to navigate menu on an iPad with photos and description of the items. 

I'd recommend any of the sizzling dishes. The presentation with a large flame was pretty cool.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Tal P,24-Apr-16,"We had one of the best Indian meals we had out of India. The chicken tikka masala was brilliant, as well as all the other main and side dishes.
The service was warm and hospitable.
Warm recommendation for whenever you are in Singapore",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",ramawat,13-Mar-16,"I'll be candid about my review. Being an Indian I understand what an Indian taste & quality of food means. I'm not talking about very spicy or over rich food, but an Indian food with an authentic delectable taste which truly represents what Indian food is all abo ",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",themarcel77,18-Feb-16,"They serve northern Indian cuisine. The restaurant is located in little India and you really have the feeling to be in India. High quality food, the chicken tikka is a must!!!!!! great service and acceptable prices.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Naveen_GlobeTrotter,11-Feb-16,It's just another Indian restaurant. nothing special about it or anything that differentiates it from many other restaurants in the same area. menu is alright but taste is very much different from what an authentic north Indian dish is like. service is pretty poor and waiters behave as if they are doing a favor by serving you. I will avoid it next time.,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Sreekumar N,8-Feb-16,I went to delhi restaurant with my family and friends..but was really disappointed. Taste and quality of food is very average and some dishes are really not worth tryi ,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",SagarS1371,2-Jan-16,"I went to Delhi Restaurant of Race course road on 01 Jan 2016 with my family and very much disappointed with the Quality of food and also their response on complain. After reaching there, we got table within 5-10 mins and We were served Papadam as a starter which was quite good - crispy and tasty. The hotel ambience is also nice and interior is also unique. Up To this point, we were happy on overall experience. But after ordering main course, we had a real bad experience. We wanted to have North Indian food and hence ordered 2 curries with Roti and paratha. It took 40 mins for them to prepare the food and when we received it, the breads (Roti and Paratha) were ice cold as they might have prepared it before preparing curries (normally breads are prepared last so that customer can get fresh and hot breads). When we asked them to change it, they used the same breads and tried to heat it again (though we have clearly informed waiter not to do so as it makes breads very hard). As expected, breads became so hard that it was impossible to eat specifically for my 3 years old kid. When we complained to waiter, he said that this is what we usually do. We left that place without completing the fo ",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Prashant Kumar G,31-Dec-15,"We ordered a dal, paneer and chapatti at the restaurant. Food was just about ok, service was slow. all in all - i think little india overall does not have really good restaurants. 

couple of good ones are pind baluuchi and ras at boat quay.",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Pricey2512,29-Dec-15,"We were out in little India and after the being overwhelmed at the Mustfa centre we needed some food and a cold beer . We stumbled on the New Delhi on the main road , and as we were desperate for a beer ( finding booze can be difficult in this area for obvious reasons) so we gave it a go. I've eatern as I'm sure most UK people have many , many curries over the years and most are OK , this one was great , and I am now surprised as some of the mixed reviews on TA! Perhaps we were lucky but the food was exceptional, we opted for chicken tikka , samosas , pakora chill is and crispy chilli prawns with a few sides of takka dal and allo gobi . All of the food was excellent and washed down with a few ice cold kingfishers really hit the spot. You are spoilt for choice in Little India and I know there are better resturants just around the corner ( probably ) but I hope that you won't be disappointed if you went to New Delhi , we weren't.......",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",gopid810,24-Dec-15,"Since my last visit, the Management of the restaurant changed hands n so also the chef. The food that we had for lunch on 23rd Dec was quite pathetic. Gobi manchurian was full of food color and it took few hand wash with soap to get rid of the stain. Not worth the visit. My personal view is better to avoid",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",noelandpaulam,2-Dec-15,Service is fast and efficie ,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",NurDee,21-Nov-15,I came with my colleagues and bosses. It was nearby little India met statio ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",umutinal,15-Nov-15,Me and my girlfriend was here for dinner. Actually we were looking another Indian restaurant but we found this. Meals are good portions are big and enough price is very reasonable. So for any kind of enjoyable  meal you can choice this.,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",lonelyrunner_91,9-Nov-15,"Dinner service was busy during visit that I was directed to the worst seat : stained table cloth, seat that could break at any moment and bird poop. However I was compensated with a nice view of the bustling distri ",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Swikaar,8-Nov-15,"good indian food available below of hotel broadway, just at two door step another hotel amber also available here, yes accepted card payment for food bills.",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AKG001,5-Nov-15,In Singapore we were looking for Indian food and found Delhi Restaurant on race course road. we did ordered Kadhai paneer with naan and tandoori roti. food was having Indian flavor but not very close to Delhi north Indian flavor.Mr. Patel the manager was very nice to us and very helpful too. Service was good. Later we found prices are on higher side and size of serving is smaller compare to other Indian restaurant in the same area.,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",MickyS1311,28-Oct-15,"Being travelling for couple of weeks and missing the home home food, We were all attracted by its name Delhi n more over It says Kashmiri Cuisine ",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",PToh55,18-Oct-15,This is one of the best Indian Restaurant with reasonable pricing. They have plenty to choose from so cater to each one from Non Spicy to Meat dishes and Vegetarians,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Monty8844,14-Oct-15,Totally Punjabi Taste with all Indian spices. Non vegetarian can take food with tandoor options. Visit once.. you eill love the food. Little bit costly.,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Trueblue611,25-Sep-15,"Whilst strolling through Little India came across this restaurant offering a set menu lunch ..We decided it was worth a go and we both enjoyed it sitting outside watching the world go by and eating some good Indian cuisine. The Mauritius born waiter was an added bonus with his friendly chat, Enjoyed and would go again",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",152deanm,19-Sep-15,After a long day at Sentosa for Harry my sons birthday we decided to go back to Delhi restaurant where we had a cold beer a day or so ago and have a meal it turned out to be a great choi ,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Seaserpent_SE,9-Sep-15,"My first time to order thru an iPad which was brilliant. A quiet big menu to choose from, so it is safe to say they have something for everyone. Service was efficient and staff friendly.
We were very pleased with our food.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Usable_Tips,6-Sep-15,"Since, i was staying in the same hotel for 3 days, didn't have food here. But i did see the menu, it is reasonably priced. Somehow never saw it fully occupied, even on a Sunday, when the whole Little India is teaming with peop ",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Anand1351,6-Sep-15,Went there for dinner on a Friday. Good interiors and ordering is via iP ,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",praneethmacherla,6-Sep-15,We came across this place after we visited the Night Safari. The food was great. The ambience was lacking though. The owner was always there to make sure we got our food on time and that it tasted well. Had a very good experience overall.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Jonathan C,1-Sep-15,"Dropped in here during a visit to Little India - there are plenty of restuarant choices on Racecourse Road (and elsewhere of course) but the menu looked good, the restaurant was clean and there were plenty of smiles. We were not let down - food was good - pick traditional dishes and you won't be disappointed - try out the roti and different breads instead of the rice for a nice change - they are all freshly made on the premises. Food that we had was pretty authentic and well prepared. As others have already commented, I don't like the ipad they give you to order. As regular curry eaters we half filled the tablet and told the waiter what we wanted for the rest...and he obliged with a smile.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AndrewD_SG,26-Aug-15,"The whole family love the food at Delhi.  I am not a fan of the iPad ordering, but it is convenient and quick.  The sizzling platter of starters is just the best and the butter chicken and rogan josh are delightful.  Actually, everything is delish.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Kris B,7-Aug-15,"This is a great little restaurant in Racecourse Road in the Little India area of Singapore. You order from the eMenu on a tablet - a little unusual but the experience is fun. The food is excellent, we had the best samosas since... Goa in India. The level of spice and heat was perfect, we ordered too much but the flavours were so good we nearly managed to eat it all! Bollywood on the screen at the end and the umbrella-based lighting features add to the quirky ambience. All in all a thoroughly good evening, definitely recommended.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Kevin L,2-Aug-15,Everything we had for dinner here was delicious. I would definitely go again rather than wait for the other longer wait restaurants on Race Course. The ipad ordering is nice but they also need traditional menus to make it easier on everyone at the table to read about and make selections. I saw some comments in reviews that food was too hot; I would have put the overall at 2/4 stars on typical spicy scales....no individual dishes really hit the 4/4 mark.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",BayAreaJunkie,4-Jul-15,"I have never had a mixed grill where they chopped the meat into small pieces and slathered on tikka masala sauce. It wasn't a mixed grill. It was mixed meat in a store bought tikka masala sauce. Their biryani was clearly just rice mixed with briyani masala, It was ridiculous. If I could give it negative stars I would. This place frankly does not know how to cook .. leave alone spicy Indian food.",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Mappy71,27-Jun-15,"We just happen to be there, not too reat family place. They call themself as indian resturant but have to learn lot about indian food and taste.high cost not recommendable. There are lot of other good places nearby just keep paitence to get good place",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AndrewD_SG,8-Apr-15,I have never had a bad meal at Delhi and I have been going for 15 yea ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AllOverTravel,18-Mar-15,"My family like to come to this restaurant when we think of north indian food. Our favourites are the chicken tikka masala, tandoori chicken, (spinach) paneer and naan (garlic, butter or plain). We have also tried the dosai. My kids love the chicken kebab (can request for the non spicy version), which is grilled to perfection. Occasionally, having these with the masala tea or sweet lassi is a real enjoyment. The staff are rather friend ",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",amg1972,16-Mar-15,we have a 2 year old kid. it is not easy to have food along with him as he needs our full atenti ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",neha_traveller22,11-Mar-15,The food was good and the service too was satisfactory .We ordered Vegetarian dishes which were well prepared .,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",chitra_aq,5-Mar-15,"We decided to try this restaurant for dinner, seeing a number of people seated inside, but turned out to be such a waste of time and money. The seating area is quite noisy, and very distracting with the servers just hanging around near the bar area. We ordered Aloo Tikki, Dal Makhani, Kadhai Paneer with Kulchas. After a long wait, we finally got our main course, at which point the server asked if we had gotten our appetizers yet! We hadn't but decided to go ahead with the main course anyways since we didn't want that becoming cold just lying around. We got our Aloo Tikki when we were midway throu ",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",JadedA,5-Feb-15,I should have left when I was handed an iPad and waved to a seat in an empty restaurant by an unsmiling perso ,1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",astrorina,15-Jan-15,"The food was delicious and reasonably priced. We ordered enough to feed an army, and it barely scraped $100. The food was a little hearty, though, so be prepared to be super full on a small amount! Portion sizes are to sha ",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Lambchoplowry,2-Jan-15,"Inviting and intimate atmosphere, not as tourist orientated as some other restaurants near by. The food was AMAZING - The fish briyani was one of the best ones I have ever had. Service was attentive. We would definitely go back again.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",gsahgal,30-Dec-14,"I was there for lunch with a out of town friend and the experience was so bad that I was feeling sorry to have brought my friend (first time visiter to Singapore) and wasted two hours of his time. Surprised to see a big board that says, nominated for 100 best restaurants in Singapore. I ask ho ",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Laksh85,18-Dec-14,"Dined here yesterday with my family. We ordered Tomato Soup ( To be shared), Masala Kulcha (Bread stuffed with cottage cheese and potatoes) Cheese naan, the signature Delhi butter chicken and rasa malai for desserts. The soup was little greasy and bit bland. The Masala kulcha and cheese naan were served hot but they were just ok. It would have made a huge difference if they had drizzled some butter on the ",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Reetzey,13-Dec-14,Nothing much to say about this restaurant. I will summarize in bullet poi ,1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Sundaramurthy P,12-Dec-14,"Unduly expensive, terrible preparations and taste, unprofessional service, Noisy environment,  Supposed to be a north Indian restaurent, serves  Indian food but not really Indian preparation and taste.  

Right at the bottom of the hotel Broadway",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",nkamira,3-Dec-14,Went here with my family on my dad's recommendation because he had dined here with his friends back in the 90s. It was probably 3 PM and we were the only diners there and seated immediate ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",DEVARJUN,12-Nov-14,"Considering that i have been away from my local delicacies, for quite few days, though of trying the same, on the 1st day of our trip to Singapore. Order for Tandoori chicken which seemed still ok, considering its Singapore. The worst was yet to come. We ordered BHUNA GHOSHT, and what came was some small pieces of lamb cooked in burnt onion and a pathetic gravy. To all rest friends...for me it was far far away form North Indian.",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Me J,5-Nov-14,"Found the restaurant by chance - just passed by when showing tourist around Little India. It has turned out to be our favourite North Indian in town. They have a great selection of Indian dishes; not very spicy, so our kids will find lots of things on the menu, too. The atmosphere is way beyond average for an Indian restaurant. All dishes we've tried out so far have just been absolutely delicious. Sizzlers are to be especially recommended. Palak Paneer was also grea ",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Dineshchand,7-Oct-14,"We ordered Puthina Parantha and naan. Both had 4 small pieces. Then we ordered chicken tikka and dhal makani too. More than enough for 2 persons. Came around $30. Awesome taste and very little oil. Must try restaurant. Only drawback is the 10% Vat and 7% Gst, which some restaurants wont impose.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Tmarchiore,3-Sep-14,"I´ve lived in Singapore for 4 years and each time I´ve been to Delhi Restaurant,I got amazed by its service and price. Whenever I´m in Singapore, I have to find some time to go there.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",AndrewD_SG,30-Aug-14,"I have been going to Delhi for most of the 18 years I have lived in Singapore. I have never had a bad dish. Not once, not ev ",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Lois R,20-Aug-14,"We wanted a good Indian meal, and being from Vancouver Canada, we're used to that. This restaurant was trying to be innovative with their ipad ordering system. And at first we thought it was kind of cool, until we noticed that it has simply sucked the soul out of the waiters. They don't get to interact with, or charm, their customers anymore: they are simply carriers of food. We think it is not a good innovation - drop it and go back to letting us have charming interactions with the staff! The food was okay but the lamb curry had huge muttony chunks that had not been simmered long enough to turn them into succulent morsels. The Tandoori chicken was good and the pekoras were okay but missing the tamarind sauce that makes them divine. The restaurant has more ambience than the food-zoo feeling of the Banana Leaf up the road, but it still leaves us missing India.",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Amanpreet S,3-Aug-14,Not sure if we were very hungry or their food is really good but we enjoyed having dinner here on 26 july 2014. Service & food taste was very good. It is not expensive and I would certainly go back in my next visit. Invoice attached for price referen ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",ScotlandMissy,28-Jul-14,Scottish couple who live in Australia and love curries. Plus - courteous staff and fairly cheap. Neg- my lamb curry was eatable. My wife's chicken tikka masala tasted and looked like a cup of green chillies had been added. I love spice but could not even stand this. So bad should have sent back. Can only give restaurant 4 out of 10 as a result.,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Bsmith9,3-Jul-14,"Went there for dinner,  great food.  Was so good went for breakfast, lovely Massala tea with dosa and dahl delicious.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",RaghavSethi,27-May-14,The food is amazingly good. Freshly prepared. Excellent service and environment. One of the best places in Singapore to have Indian food.,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",ASood15,1-May-14,Tasty food and they provide home delivery. Only wish they could give more onions/salad with food ;) Very nice on the whole.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",ShermaineYvonne,29-Apr-14,Clean and well serviced staff! Delicious food and attentive staff. Will not go anywhere else for the same cuisine!,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Andrew T,9-Mar-14,Taken there by Indian friends from Delhi now residing in Singapore for real authentic cooking at 'Delhi restaurant' Just first class very clean authentic delhi cooking - and wow in the hustle and bustle of Little India we get IPAD menus and you do your own orderin ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Julie M,30-Dec-13,"I'm American, my Husband and in-laws are Bengali, my in-laws live in Singapore. We ended up at Delhi Restaurant in search of some delicious Indian food to honor my late Father in-law. We were not disappointed. We had dahl makhani, chicken tikka, chicken tandoor, fish tikka, chicken mirchi, garlic naan, lacchi parantha, malai kulfi, and ras malai. We also enjoyed a nice bottle of Australian Chardonnay. Everything was delicious, we all thoroughly enjoyed our meal. It was exactly what we were looking for, Good, Spicy, Comfort Fo ",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",913SteveS,15-Dec-13,Both outlets (Race Course and 195c Serangoon Rd) serve fresh Indian food - just the right spice level. Wifey likes the Mango Lassi.,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",FranXav,30-Nov-13,We were really hoping to get a good lunch after a hard days work. We were recommended by our friend. The food was very north Indian and delicious.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",ivana-banana,8-Oct-13,"After shopping till we almost dropped in china town and little india, we needed a rest and some foo ",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",foodntraveldiaries,29-Sep-13,Among the list of restaurants that are lined up in Little India - chose this restaurant randomly and it was a good choice. Good food ! Curries had good taste. Tried both Plain Naan and Keema Stuffed Naan for breads and a chicken gravy ( I think it was Pepper chicken). Nice flavour and color - had a good meal.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Russ H,6-Sep-13,"I first visited this restaurant three years ago, picking a restaurant at random in Little India for a curry. Returned with my family three years lat ",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Jugnu K,31-Jul-13,i like every thing to eat rates are little more but it is worth in singapore their is one small hotel near by their also food was very good and reasonable rae,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Sharon B,17-Jun-13,"We first discovered the Delhi restaurant five years ago, on our first trip to Singapo ",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Broseph1337,29-Mar-13,"I should have read the reviews here before going to the restaurant. Priced seemed to be fair (about 30$ for a starter, main with rice and a beverage) and there were some local indians inside, which looked like a good indicat ",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",terikirpa,26-Mar-13,this restaurant serves you a tasty indian food with well priced menu you eat the food with indian touch while away from home it is located near mustafa & sgd $15 - 20 per person for the best food in the area.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Neeraj G,15-Mar-13,"Well me and my friend Ordered a Simple cottage cheese gravy and a black dal, at first when our order came the food looked decent (not how we expected it to be of course) even the garlic naan was tasteless without butter! at the end of it when we washed our hands and noticed that the colours of the gravy just wouldn't go.. the food was adulterated and tasteless not worth the price at all!! So stay away from this place to be healthy and happy!",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Saikiran9,13-Mar-13,"Well the name suggests that you should get authentic north Indian food, honestly pathetic is less to describe the food here. We literally left the place after we got what we ordered as it was really bad & we again ended up going to The Banana leaf which is few steps away. Stay away from this eatery..",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Mohitkb,19-Jan-13,"IT is conveniently located in Little India and out door seating is available. Good Food, Open till late night, Good Food and",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Mary S,26-Dec-12,"Though it's a small restaurant, it offers excellent and authentic North Indian cuisine. Love the Garlic Naan, fragrant yellow rice, mixed vegetable kurma, Malar chicken kebab...and not missing out the mango kofe which is the Indian creamy ice-cream! The food is not so spicy and the prices are good for that quality. The staff is attentive, depending on the time you visit the restaurant. We always go there for special occasions.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",JOHN C,27-Nov-12,Situated in the hearty of Little India this restaurant offers fast and efficient service and really tasty Indian food at very reasonable prices - highly recommended.,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",DragonMelbourne,22-Nov-12,"Delhi Restaurant is in a very convenient part of Little India, and we walked in because there seemed to be a lot of Indians eating there rather than Singaporeans. The food was very good, the entree sizes were larger than we expected and consequently we ended up ordering too much food. The mains were very good and no one had any complaints about the food. But the staff were GRUMPY! Everything was too much trouble.....when we asked for serving cutlery for the entrees, the response was a grunt. When we explained that one of our party had ordered bubbly mineral water and not a bottle of iced water....grunt! When one of the mains arrived wrong, even though the woman had read our order back to us....no apology and just a grunt. Would we go back? Possibly not! The food was very good but the attitude of the staff made it all too hard.",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",F-GUGE,5-Nov-12,"It's a very good restaurant, where you eat good Indian food. The service is good too. And the prices are not too expensive.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Minnzzy,19-Oct-12,"Have tried several Indian restaurant in Singapore and Delhi restaurant is one of the good ones.  We have dined at both their outlets but prefer the one on Race Course Road.

Though their service aspect is lacking from before but the food is good.",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",review662323,4-Sep-12,A very good north indian hotel at little india. The service and quality of food is very good but somehow a bit costlier.,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",dinnerdiva50,11-Aug-12,"Friends who had lived in Singapore recommended Delhi as a good place to try authentic fare in Little India. We were not disappointed. The food was delicious, with various levels of spice to satisfy Western palates. Chicken tikka and the lentil dishes were fabulous. Humble setting, but very attentive service, and portion sizes were just right. One cautionary note--toilets are authentic, too (hole in the floor). If that's a problem for you, don't drink too much beer!",4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Afty,9-Aug-12,"Located in Little India, this eatery has all the standard north indian dishes one would expect from a restaurant names Delhi. Food was decent and serving sizes were normal. Spice level was quite moderate (at least for my Indian palate). Pricing is OK for Singapore standards.",3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",intellichem,13-Jul-12,We had breakfast there - chola bhatura. The tea turned out to be a little pricey.  The bhatura was good but chola...not so much.  Good enough for breakfast.,3.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Dolphine4059,13-May-12,My hubby and myself were recommended by GRAB Free Vouchers Now to dine at Delhi restaurant @Race Course Roa ,5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",edpi,1-Mar-12,I have been addicted to the other branch located on 195 serangoon stre ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",arpitam,10-Feb-12,"The first mistake we did was to try breakfast in Delhi Restaurant on out first morning in Singapore. Since we were staying in the Broadway Hotel which is where the Delhi Restaurant is also lodged we wanted to give it a go on the first day. And that too was the last time we entered that restaurant during our week long stay in Singapore. We had ordered a very simple breakfast but the food was not upto the standard; neither in taste, nor in portion and not at all in price. We chose to sit out in the open air, but the table cloth was stained and there were disturbing flies as the food arriv ",2.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Anutosh,8-Nov-11,"Though the food is ok , the service is very bad and to top it all we noticed incorrect billing for many customers including ours. There are two branches of this restaurant in little India area. The experience is of the one located at Race course ro ",1.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Helen J,7-Nov-11,"Handy to Broadway Hotel, nice staff, good food and has won a million awards for healthy food. Always busy at nights with locals too.",5.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",StheBRIT,27-Oct-11,We ate here on the second night of the Diwali Festival when it was extremely busy. We were sat quite quickly in a relatively small but perfectly adequate restaurant and brought pewter cups of ice water. The beer we were served was warm which was about the only disappointment but a result of the many people passing through and the small refrigeration space they had availabl ,4.0
Delhi Restaurant,"64 Race Course Road, Singapore 218569 Singapore",Dhulev,2-Jul-10,The name is a great misnomer. The food served is no way North Indian or Delhi food. its rather expensive for the lousy stuff that is served in the name of North Indian food. There are several authentic North Indian restaurants on Serangoon Road a few meters towards Mustafa. Never go here for North Indian food. You will curse yourself for choosing to go there.,2.0
Nara Thai Singapore,"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",Stanleymak7777,3-Aug-19,The restaurant offers very limited items on the menu. It’s a far cry from the same restaurant in Bangko ,1.0
Nara Thai Singapore,"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",fabbydabbydozzy,3-Jun-19,Nice food. Dull interior. Dull staff. Surprised they don’t make more effort given the amount of competition nearby.,4.0
Nara Thai Singapore,"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",Jules_in_the_crowns,2-Jun-19,"We ordered veg pad thai and chicken dish with rice. It was fine. Woudnt go again but fine as just passing through. I understand why people thought the service was poor. They didnt really want to be there. for westerners, eating thai food is partly about the service. We expect a smile at least!",3.0
Nara Thai Singapore,"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",Cruiser695543,1-Jun-19,Ask the waitress to clear the table for our dessert and that’s what she left us. Food was just okay.,1.0
Nara Thai Singapore,"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",Mark S,26-Apr-19,Just had the wonderful pomello salad - absolute winner 👍 Pretty busy restaurant that has good food and a nice casual atmosphere.,4.0
